human,mouse,DB
GIMAP1-GIMAP5,Gimap5,Jax/Ensembl/Biomart
GIMAP4,Gimap4,Jax/Ensembl/Biomart
GIMAP6,Gimap6,Jax/Ensembl/Biomart
GIMAP7,Gimap7,Jax/Ensembl/Biomart
GIMAP8,Gimap8,Jax/Ensembl/Biomart
GIMD1,Gimd1,Jax/Ensembl/Biomart
GIN1,Gin1,Jax/Ensembl/Biomart
GINM1,Ginm1,Jax/Ensembl/Biomart
GINS1,Gins1,Jax/Ensembl/Biomart
GINS2,Gins2,Jax/Ensembl/Biomart
GINS3,Gins3,Jax/Ensembl/Biomart
GINS4,Gins4,Jax/Ensembl/Biomart
GIP,Gip,Jax/Ensembl/Biomart
GIPC1,Gipc1,Jax/Ensembl/Biomart
GIPC2,Gipc2,Jax/Ensembl/Biomart
GIPC3,Gipc3,Jax/Ensembl/Biomart
GIPR,Gipr,Jax/Ensembl/Biomart
GIT1,Git1,Jax/Ensembl/Biomart
GIT2,Git2,Jax/Ensembl/Biomart
GJA1,Gja1,Jax/Ensembl/Biomart
GJA10,Gja10,Jax/Ensembl/Biomart
GJA3,Gja3,Jax/Ensembl/Biomart
GJA4,Gja4,Jax/Ensembl/Biomart
GJA5,Gja5,Jax/Ensembl/Biomart
GJA8,Gja8,Jax/Ensembl/Biomart
GJB1,Gjb1,Jax/Ensembl/Biomart
GJB2,Gjb2,Jax/Ensembl/Biomart
GJB3,Gjb3,Jax/Ensembl/Biomart
GJB4,Gjb4,Jax/Ensembl/Biomart
GJB5,Gjb5,Jax/Ensembl/Biomart
GJB6,Gjb6,Jax/Ensembl/Biomart
GJC1,Gjc1,Jax/Ensembl/Biomart
GJC2,Gjc2,Jax/Ensembl/Biomart
GJC3,Gjc3,Jax/Ensembl/Biomart
GJD2,Gjd2,Jax/Ensembl/Biomart
GJD3,Gjd3,Jax/Ensembl/Biomart
GJD4,Gjd4,Jax/Ensembl/Biomart
GK2,Gk2,Jax/Ensembl/Biomart
GK5,Gk5,Jax/Ensembl/Biomart
GKAP1,Gkap1,Jax/Ensembl/Biomart
GKN1,Gkn1,Jax/Ensembl/Biomart
GKN2,Gkn2,Jax/Ensembl/Biomart
GLA,Gla,Jax/Ensembl/Biomart
GLB1,Glb1,Jax/Ensembl/Biomart
GLB1L,Glb1l,Jax/Ensembl/Biomart
GLB1L2,Glb1l2,Jax/Ensembl/Biomart
GLB1L3,Glb1l3,Jax/Ensembl/Biomart
GLCCI1,Glcci1,Jax/Ensembl/Biomart
GLCE,Glce,Jax/Ensembl/Biomart
GLDC,Gldc,Jax/Ensembl/Biomart
GLDN,Gldn,Jax/Ensembl/Biomart
GLE1,Gle1,Jax/Ensembl/Biomart
GLG1,Glg1,Jax/Ensembl/Biomart
GLI1,Gli1,Jax/Ensembl/Biomart
GLI2,Gli2,Jax/Ensembl/Biomart
GLI3,Gli3,Jax/Ensembl/Biomart
GLIPR1,Glipr1,Jax/Ensembl/Biomart
GLIPR1L1,Glipr1l1,Jax/Ensembl/Biomart
GLIPR1L1,Glipr1l3,Jax/Ensembl/Biomart
GLIPR1L2,Glipr1l2,Jax/Ensembl/Biomart
GLIPR2,Glipr2,Jax/Ensembl/Biomart
GLIS1,Glis1,Jax/Ensembl/Biomart
GLIS2,Glis2,Jax/Ensembl/Biomart
GLIS3,Glis3,Jax/Ensembl/Biomart
GLMN,Glmn,Jax/Ensembl/Biomart
GLMP,Glmp,Jax/Ensembl/Biomart
GLO1,Glo1,Jax/Ensembl/Biomart
GLOD4,Glod4,Jax/Ensembl/Biomart
GLOD5,Glod5,Jax/Ensembl/Biomart
GLP1R,Glp1r,Jax/Ensembl/Biomart
GLP2R,Glp2r,Jax/Ensembl/Biomart
GLRA1,Glra1,Jax/Ensembl/Biomart
GLRA2,Glra2,Jax/Ensembl/Biomart
GLRA3,Glra3,Jax/Ensembl/Biomart
GLRA4,Glra4,Jax/Ensembl/Biomart
GLRB,Glrb,Jax/Ensembl/Biomart
GLRX,Glrx,Jax/Ensembl/Biomart
GLRX3,Glrx3,Jax/Ensembl/Biomart
GLRX5,Glrx5,Jax/Ensembl/Biomart
GLS,Gls,Jax/Ensembl/Biomart
GLS2,Gls2,Jax/Ensembl/Biomart
GLT1D1,Glt1d1,Jax/Ensembl/Biomart
GLT6D1,Glt6d1,Jax/Ensembl/Biomart
GLT8D1,Glt8d1,Jax/Ensembl/Biomart
GLT8D2,Glt8d2,Jax/Ensembl/Biomart
GLTP,Gltp,Jax/Ensembl/Biomart
GLTPD2,Gltpd2,Jax/Ensembl/Biomart
GLUD1,Glud1,Jax/Ensembl/Biomart
GLUL,Glul,Jax/Ensembl/Biomart
GLYAT,Glyat,Jax/Ensembl/Biomart
GLYATL3,Glyatl3,Jax/Ensembl/Biomart
GLYCTK,Glyctk,Jax/Ensembl/Biomart
GLYR1,Glyr1,Jax/Ensembl/Biomart
GM2A,Gm2a,Jax/Ensembl/Biomart
GMCL1,Gmcl1,Jax/Ensembl/Biomart
GMDS,Gmds,Jax/Ensembl/Biomart
GMEB1,Gmeb1,Jax/Ensembl/Biomart
GMEB2,Gmeb2,Jax/Ensembl/Biomart
GMFB,Gmfb,Jax/Ensembl/Biomart
GMFG,Gmfg,Jax/Ensembl/Biomart
GMIP,Gmip,Jax/Ensembl/Biomart
GML,Gml,Jax/Ensembl/Biomart
GML,Gml2,Jax/Ensembl/Biomart
GMNC,Gmnc,Jax/Ensembl/Biomart
GMNN,Gmnn,Jax/Ensembl/Biomart
GMPPA,Gmppa,Jax/Ensembl/Biomart
GMPPB,Gmppb,Jax/Ensembl/Biomart
GMPR,Gmpr,Jax/Ensembl/Biomart
GMPR2,Gmpr2,Jax/Ensembl/Biomart
GMPS,Gmps,Jax/Ensembl/Biomart
GNA11,Gna11,Jax/Ensembl/Biomart
GNA12,Gna12,Jax/Ensembl/Biomart
GNA13,Gna13,Jax/Ensembl/Biomart
GNA14,Gna14,Jax/Ensembl/Biomart
GNA15,Gna15,Jax/Ensembl/Biomart
GNAI1,Gnai1,Jax/Ensembl/Biomart
GNAI2,Gnai2,Jax/Ensembl/Biomart
GNAI3,Gnai3,Jax/Ensembl/Biomart
GNAL,Gnal,Jax/Ensembl/Biomart
GNAO1,Gnao1,Jax/Ensembl/Biomart
GNAS,Gnas,Jax/Ensembl/Biomart
GNAT1,Gnat1,Jax/Ensembl/Biomart
GNAT2,Gnat2,Jax/Ensembl/Biomart
GNAT3,Gnat3,Jax/Ensembl/Biomart
GNAZ,Gnaz,Jax/Ensembl/Biomart
GNB1,Gnb1,Jax/Ensembl/Biomart
GNB1L,Gnb1l,Jax/Ensembl/Biomart
GNB2,Gnb2,Jax/Ensembl/Biomart
GNB3,Gnb3,Jax/Ensembl/Biomart
GNB4,Gnb4,Jax/Ensembl/Biomart
GNB5,Gnb5,Jax/Ensembl/Biomart
GNE,Gne,Jax/Ensembl/Biomart
GNG10,Gng10,Jax/Ensembl/Biomart
GNG11,Gng11,Jax/Ensembl/Biomart
GNG12,Gng12,Jax/Ensembl/Biomart
GNG13,Gng13,Jax/Ensembl/Biomart
GNG2,Gng2,Jax/Ensembl/Biomart
GNG3,Gng3,Jax/Ensembl/Biomart
GNG4,Gng4,Jax/Ensembl/Biomart
GNG7,Gng7,Jax/Ensembl/Biomart
GNG8,Gng8,Jax/Ensembl/Biomart
GNGT1,Gngt1,Jax/Ensembl/Biomart
GNGT2,Gngt2,Jax/Ensembl/Biomart
GNL1,Gnl1,Jax/Ensembl/Biomart
GNL2,Gnl2,Jax/Ensembl/Biomart
GNL3,Gnl3,Jax/Ensembl/Biomart
GNL3L,Gnl3l,Jax/Ensembl/Biomart
GNMT,Gnmt,Jax/Ensembl/Biomart
GNPAT,Gnpat,Jax/Ensembl/Biomart
GNPDA1,Gnpda1,Jax/Ensembl/Biomart
GNPDA2,Gnpda2,Jax/Ensembl/Biomart
GNPNAT1,Gnpnat1,Jax/Ensembl/Biomart
GNPTAB,Gnptab,Jax/Ensembl/Biomart
GNPTG,Gnptg,Jax/Ensembl/Biomart
GNRH1,Gnrh1,Jax/Ensembl/Biomart
GNRHR,Gnrhr,Jax/Ensembl/Biomart
GNS,Gns,Jax/Ensembl/Biomart
GOLGA1,Golga1,Jax/Ensembl/Biomart
GOLGA3,Golga3,Jax/Ensembl/Biomart
GOLGA4,Golga4,Jax/Ensembl/Biomart
GOLGA5,Golga5,Jax/Ensembl/Biomart
GOLGA7,Golga7,Jax/Ensembl/Biomart
GOLGA7B,Golga7b,Jax/Ensembl/Biomart
GOLGB1,Golgb1,Jax/Ensembl/Biomart
GOLIM4,Golim4,Jax/Ensembl/Biomart
GOLM1,Golm1,Jax/Ensembl/Biomart
GOLPH3,Golph3,Jax/Ensembl/Biomart
GOLPH3L,Golph3l,Jax/Ensembl/Biomart
GOLT1A,Golt1a,Jax/Ensembl/Biomart
GOLT1B,Golt1b,Jax/Ensembl/Biomart
GON4L,Gon4l,Jax/Ensembl/Biomart
GON7,Gon7,Jax/Ensembl/Biomart
GOPC,Gopc,Jax/Ensembl/Biomart
GORAB,Gorab,Jax/Ensembl/Biomart
GORASP1,Gorasp1,Jax/Ensembl/Biomart
GORASP2,Gorasp2,Jax/Ensembl/Biomart
GOSR1,Gosr1,Jax/Ensembl/Biomart
GOSR2,Gosr2,Jax/Ensembl/Biomart
GOT1,Got1,Jax/Ensembl/Biomart
GOT1L1,Got1l1,Jax/Ensembl/Biomart
GOT2,Got2,Jax/Ensembl/Biomart
GP1BA,Gp1ba,Jax/Ensembl/Biomart
GP1BB,Gp1bb,Jax/Ensembl/Biomart
GP2,Gp2,Jax/Ensembl/Biomart
GP5,Gp5,Jax/Ensembl/Biomart
GP6,Gp6,Jax/Ensembl/Biomart
GP9,Gp9,Jax/Ensembl/Biomart
GPA33,Gpa33,Jax/Ensembl/Biomart
GPAA1,Gpaa1,Jax/Ensembl/Biomart
GPAM,Gpam,Jax/Ensembl/Biomart
GPANK1,Gpank1,Jax/Ensembl/Biomart
GPAT2,Gpat2,Jax/Ensembl/Biomart
GPAT3,Gpat3,Jax/Ensembl/Biomart
GPAT4,Gpat4,Jax/Ensembl/Biomart
GPATCH1,Gpatch1,Jax/Ensembl/Biomart
GPATCH11,Gpatch11,Jax/Ensembl/Biomart
GPATCH2,Gpatch2,Jax/Ensembl/Biomart
GPATCH2L,Gpatch2l,Jax/Ensembl/Biomart
GPATCH3,Gpatch3,Jax/Ensembl/Biomart
GPATCH4,Gpatch4,Jax/Ensembl/Biomart
GPATCH8,Gpatch8,Jax/Ensembl/Biomart
GPBAR1,Gpbar1,Jax/Ensembl/Biomart
GPBP1L1,Gpbp1l1,Jax/Ensembl/Biomart
GPC1,Gpc1,Jax/Ensembl/Biomart
GPC2,Gpc2,Jax/Ensembl/Biomart
GPC3,Gpc3,Jax/Ensembl/Biomart
GPC4,Gpc4,Jax/Ensembl/Biomart
GPC5,Gpc5,Jax/Ensembl/Biomart
GPC6,Gpc6,Jax/Ensembl/Biomart
GPCPD1,Gpcpd1,Jax/Ensembl/Biomart
GPD1,Gpd1,Jax/Ensembl/Biomart
GPD1L,Gpd1l,Jax/Ensembl/Biomart
GPD2,Gpd2,Jax/Ensembl/Biomart
GPER1,Gper1,Jax/Ensembl/Biomart
GPHA2,Gpha2,Jax/Ensembl/Biomart
GPHB5,Gphb5,Jax/Ensembl/Biomart
GPHN,Gphn,Jax/Ensembl/Biomart
GPI,Gpi1,Jax/Ensembl/Biomart
GPKOW,Gpkow,Jax/Ensembl/Biomart
GPLD1,Gpld1,Jax/Ensembl/Biomart
GPM6A,Gpm6a,Jax/Ensembl/Biomart
GPM6B,Gpm6b,Jax/Ensembl/Biomart
GPN1,Gpn1,Jax/Ensembl/Biomart
GPN2,Gpn2,Jax/Ensembl/Biomart
GPN3,Gpn3,Jax/Ensembl/Biomart
GPNMB,Gpnmb,Jax/Ensembl/Biomart
GPR1,Gpr1,Jax/Ensembl/Biomart
GPR101,Gpr101,Jax/Ensembl/Biomart
GPR107,Gpr107,Jax/Ensembl/Biomart
GPR108,Gpr108,Jax/Ensembl/Biomart
GPR119,Gpr119,Jax/Ensembl/Biomart
GPR12,Gpr12,Jax/Ensembl/Biomart
GPR135,Gpr135,Jax/Ensembl/Biomart
GPR137,Gpr137,Jax/Ensembl/Biomart
GPR137B,Gpr137b,Jax/Ensembl/Biomart
GPR137C,Gpr137c,Jax/Ensembl/Biomart
GPR139,Gpr139,Jax/Ensembl/Biomart
GPR141,Gpr141,Jax/Ensembl/Biomart
GPR142,Gpr142,Jax/Ensembl/Biomart
GPR143,Gpr143,Jax/Ensembl/Biomart
GPR146,Gpr146,Jax/Ensembl/Biomart
GPR149,Gpr149,Jax/Ensembl/Biomart
GPR15,Gpr15,Jax/Ensembl/Biomart
GPR151,Gpr151,Jax/Ensembl/Biomart
GPR152,Gpr152,Jax/Ensembl/Biomart
GPR153,Gpr153,Jax/Ensembl/Biomart
GPR155,Gpr155,Jax/Ensembl/Biomart
GPR156,Gpr156,Jax/Ensembl/Biomart
GPR157,Gpr157,Jax/Ensembl/Biomart
GPR158,Gpr158,Jax/Ensembl/Biomart
GPR160,Gpr160,Jax/Ensembl/Biomart
GPR161,Gpr161,Jax/Ensembl/Biomart
GPR162,Gpr162,Jax/Ensembl/Biomart
GPR17,Gpr17,Jax/Ensembl/Biomart
GPR171,Gpr171,Jax/Ensembl/Biomart
GPR173,Gpr173,Jax/Ensembl/Biomart
GPR174,Gpr174,Jax/Ensembl/Biomart
GPR176,Gpr176,Jax/Ensembl/Biomart
GPR179,Gpr179,Jax/Ensembl/Biomart
GPR18,Gpr18,Jax/Ensembl/Biomart
GPR180,Gpr180,Jax/Ensembl/Biomart
GPR182,Gpr182,Jax/Ensembl/Biomart
GPR183,Gpr183,Jax/Ensembl/Biomart
GPR19,Gpr19,Jax/Ensembl/Biomart
GPR20,Gpr20,Jax/Ensembl/Biomart
GPR21,Gpr21,Jax/Ensembl/Biomart
GPR22,Gpr22,Jax/Ensembl/Biomart
GPR25,Gpr25,Jax/Ensembl/Biomart
GPR26,Gpr26,Jax/Ensembl/Biomart
GPR27,Gpr27,Jax/Ensembl/Biomart
GPR3,Gpr3,Jax/Ensembl/Biomart
GPR31,Gpr31b,Jax/Ensembl/Biomart
GPR33,Gpr33,Jax/Ensembl/Biomart
GPR34,Gpr34,Jax/Ensembl/Biomart
GPR35,Gpr35,Jax/Ensembl/Biomart
GPR37,Gpr37,Jax/Ensembl/Biomart
GPR37L1,Gpr37l1,Jax/Ensembl/Biomart
GPR39,Gpr39,Jax/Ensembl/Biomart
GPR4,Gpr4,Jax/Ensembl/Biomart
GPR45,Gpr45,Jax/Ensembl/Biomart
GPR50,Gpr50,Jax/Ensembl/Biomart
GPR55,Gpr55,Jax/Ensembl/Biomart
GPR6,Gpr6,Jax/Ensembl/Biomart
GPR61,Gpr61,Jax/Ensembl/Biomart
GPR62,Gpr62,Jax/Ensembl/Biomart
GPR63,Gpr63,Jax/Ensembl/Biomart
GPR65,Gpr65,Jax/Ensembl/Biomart
GPR68,Gpr68,Jax/Ensembl/Biomart
GPR75,Gpr75,Jax/Ensembl/Biomart
GPR75-ASB3,Asb3,Jax/Ensembl/Biomart
GPR82,Gpr82,Jax/Ensembl/Biomart
GPR83,Gpr83,Jax/Ensembl/Biomart
GPR85,Gpr85,Jax/Ensembl/Biomart
GPR87,Gpr87,Jax/Ensembl/Biomart
GPR88,Gpr88,Jax/Ensembl/Biomart
GPR89A,Gpr89,Jax/Ensembl/Biomart
GPR89B,Gpr89,Jax/Ensembl/Biomart
GPRASP1,Gprasp1,Jax/Ensembl/Biomart
GPRC5A,Gprc5a,Jax/Ensembl/Biomart
GPRC5B,Gprc5b,Jax/Ensembl/Biomart
GPRC5C,Gprc5c,Jax/Ensembl/Biomart
GPRC5D,Gprc5d,Jax/Ensembl/Biomart
GPRC6A,Gprc6a,Jax/Ensembl/Biomart
GPRIN1,Gprin1,Jax/Ensembl/Biomart
GPRIN2,Gprin2,Jax/Ensembl/Biomart
GPRIN3,Gprin3,Jax/Ensembl/Biomart
GPS1,Gps1,Jax/Ensembl/Biomart
GPS2,Gps2,Jax/Ensembl/Biomart
GPSM1,Gpsm1,Jax/Ensembl/Biomart
GPSM2,Gpsm2,Jax/Ensembl/Biomart
GPSM3,Gpsm3,Jax/Ensembl/Biomart
GPT,Gpt,Jax/Ensembl/Biomart
GPT2,Gpt2,Jax/Ensembl/Biomart
GPX1,Gpx1,Jax/Ensembl/Biomart
GPX2,Gpx2,Jax/Ensembl/Biomart
GPX3,Gpx3,Jax/Ensembl/Biomart
GPX4,Gpx4,Jax/Ensembl/Biomart
GPX6,Gpx6,Jax/Ensembl/Biomart
GPX7,Gpx7,Jax/Ensembl/Biomart
GPX8,Gpx8,Jax/Ensembl/Biomart
GRAMD1A,Gramd1a,Jax/Ensembl/Biomart
GRAMD1B,Gramd1b,Jax/Ensembl/Biomart
GRAMD2A,Gramd2,Jax/Ensembl/Biomart
GRAMD2B,Gramd3,Jax/Ensembl/Biomart
GRAMD4,Gramd4,Jax/Ensembl/Biomart
GRAP,Grap,Jax/Ensembl/Biomart
GRAP2,Grap2,Jax/Ensembl/Biomart
GRASP,Grasp,Jax/Ensembl/Biomart
GRB10,Grb10,Jax/Ensembl/Biomart
GRB14,Grb14,Jax/Ensembl/Biomart
GRB2,Grb2,Jax/Ensembl/Biomart
GRB7,Grb7,Jax/Ensembl/Biomart
GREB1,Greb1,Jax/Ensembl/Biomart
GREB1L,Greb1l,Jax/Ensembl/Biomart
GREM1,Grem1,Jax/Ensembl/Biomart
GREM2,Grem2,Jax/Ensembl/Biomart
GRHL1,Grhl1,Jax/Ensembl/Biomart
GRHL2,Grhl2,Jax/Ensembl/Biomart
GRHL3,Grhl3,Jax/Ensembl/Biomart
GRHPR,Grhpr,Jax/Ensembl/Biomart
GRIA1,Gria1,Jax/Ensembl/Biomart
GRIA2,Gria2,Jax/Ensembl/Biomart
GRIA3,Gria3,Jax/Ensembl/Biomart
GRIA4,Gria4,Jax/Ensembl/Biomart
GRID1,Grid1,Jax/Ensembl/Biomart
GRID2,Grid2,Jax/Ensembl/Biomart
GRID2IP,Grid2ip,Jax/Ensembl/Biomart
GRIK1,Grik1,Jax/Ensembl/Biomart
GRIK2,Grik2,Jax/Ensembl/Biomart
GRIK3,Grik3,Jax/Ensembl/Biomart
GRIK4,Grik4,Jax/Ensembl/Biomart
GRIK5,Grik5,Jax/Ensembl/Biomart
GRIN1,Grin1,Jax/Ensembl/Biomart
GRIN2A,Grin2a,Jax/Ensembl/Biomart
GRIN2B,Grin2b,Jax/Ensembl/Biomart
GRIN2C,Grin2c,Jax/Ensembl/Biomart
GRIN2D,Grin2d,Jax/Ensembl/Biomart
GRIN3A,Grin3a,Jax/Ensembl/Biomart
GRIN3B,Grin3b,Jax/Ensembl/Biomart
GRINA,Grina,Jax/Ensembl/Biomart
GRIP1,Grip1,Jax/Ensembl/Biomart
GRIP2,Grip2,Jax/Ensembl/Biomart
GRIPAP1,Gripap1,Jax/Ensembl/Biomart
GRK1,Grk1,Jax/Ensembl/Biomart
GRK2,Grk2,Jax/Ensembl/Biomart
GRK3,Grk3,Jax/Ensembl/Biomart
GRK4,Grk4,Jax/Ensembl/Biomart
GRK5,Grk5,Jax/Ensembl/Biomart
GRK6,Grk6,Jax/Ensembl/Biomart
GRM1,Grm1,Jax/Ensembl/Biomart
GRM2,Grm2,Jax/Ensembl/Biomart
GRM3,Grm3,Jax/Ensembl/Biomart
GRM4,Grm4,Jax/Ensembl/Biomart
GRM5,Grm5,Jax/Ensembl/Biomart
GRM6,Grm6,Jax/Ensembl/Biomart
GRM7,Grm7,Jax/Ensembl/Biomart
GRM8,Grm8,Jax/Ensembl/Biomart
GRN,Grn,Jax/Ensembl/Biomart
GRP,Grp,Jax/Ensembl/Biomart
GRPEL1,Grpel1,Jax/Ensembl/Biomart
GRPEL2,Grpel2,Jax/Ensembl/Biomart
GRPR,Grpr,Jax/Ensembl/Biomart
GRSF1,Grsf1,Jax/Ensembl/Biomart
GRTP1,Grtp1,Jax/Ensembl/Biomart
GRWD1,Grwd1,Jax/Ensembl/Biomart
GRXCR1,Grxcr1,Jax/Ensembl/Biomart
GRXCR2,Grxcr2,Jax/Ensembl/Biomart
GSAP,Gsap,Jax/Ensembl/Biomart
GSC,Gsc,Jax/Ensembl/Biomart
GSC2,Gsc2,Jax/Ensembl/Biomart
GSDMA,Gsdma,Jax/Ensembl/Biomart
GSDMC,Gsdmc,Jax/Ensembl/Biomart
GSDMC,Gsdmc2,Jax/Ensembl/Biomart
GSDMC,Gsdmc3,Jax/Ensembl/Biomart
GSDMC,Gsdmc4,Jax/Ensembl/Biomart
GSDMD,Gsdmd,Jax/Ensembl/Biomart
GSDME,Gsdme,Jax/Ensembl/Biomart
GSE1,Gse1,Jax/Ensembl/Biomart
GSG1,Gsg1,Jax/Ensembl/Biomart
GSG1L,Gsg1l,Jax/Ensembl/Biomart
GSG1L2,Gsg1l2,Jax/Ensembl/Biomart
GSK3A,Gsk3a,Jax/Ensembl/Biomart
GSK3B,Gsk3b,Jax/Ensembl/Biomart
GSKIP,Gskip,Jax/Ensembl/Biomart
GSN,Gsn,Jax/Ensembl/Biomart
GSPT1,Gspt1,Jax/Ensembl/Biomart
GSPT2,Gspt2,Jax/Ensembl/Biomart
GSR,Gsr,Jax/Ensembl/Biomart
GSS,Gss,Jax/Ensembl/Biomart
GSTCD,Gstcd,Jax/Ensembl/Biomart
GSTK1,Gstk1,Jax/Ensembl/Biomart
GSTM1,Gstm2,Jax/Ensembl/Biomart
GSTM2,Gstm7,Jax/Ensembl/Biomart
GSTM3,Gstm5,Jax/Ensembl/Biomart
GSTM4,Gstm4,Jax/Ensembl/Biomart
GSTO1,Gsto1,Jax/Ensembl/Biomart
GSTO2,Gsto2,Jax/Ensembl/Biomart
GSTP1,Gstp1,Jax/Ensembl/Biomart
GSTP1,Gstp2,Jax/Ensembl/Biomart
GSTT2,Gstt2,Jax/Ensembl/Biomart
GSTT2B,Gstt2,Jax/Ensembl/Biomart
GSTZ1,Gstz1,Jax/Ensembl/Biomart
GSX1,Gsx1,Jax/Ensembl/Biomart
GSX2,Gsx2,Jax/Ensembl/Biomart
GTDC1,Gtdc1,Jax/Ensembl/Biomart
GTF2A1,Gtf2a1,Jax/Ensembl/Biomart
GTF2A1L,Gtf2a1l,Jax/Ensembl/Biomart
GTF2A2,Gtf2a2,Jax/Ensembl/Biomart
GTF2B,Gtf2b,Jax/Ensembl/Biomart
GTF2E1,Gtf2e1,Jax/Ensembl/Biomart
GTF2E2,Gtf2e2,Jax/Ensembl/Biomart
GTF2F1,Gtf2f1,Jax/Ensembl/Biomart
GTF2F2,Gtf2f2,Jax/Ensembl/Biomart
GTF2H1,Gtf2h1,Jax/Ensembl/Biomart
GTF2H2,Gtf2h2,Jax/Ensembl/Biomart
GTF2H3,Gtf2h3,Jax/Ensembl/Biomart
GTF2H4,Gtf2h4,Jax/Ensembl/Biomart
GTF2H5,Gtf2h5,Jax/Ensembl/Biomart
GTF2I,Gtf2i,Jax/Ensembl/Biomart
GTF2IRD1,Gtf2ird1,Jax/Ensembl/Biomart
GTF3A,Gtf3a,Jax/Ensembl/Biomart
GTF3C1,Gtf3c1,Jax/Ensembl/Biomart
GTF3C2,Gtf3c2,Jax/Ensembl/Biomart
GTF3C3,Gtf3c3,Jax/Ensembl/Biomart
GTF3C4,Gtf3c4,Jax/Ensembl/Biomart
GTF3C5,Gtf3c5,Jax/Ensembl/Biomart
GTF3C6,Gtf3c6,Jax/Ensembl/Biomart
GTPBP1,Gtpbp1,Jax/Ensembl/Biomart
GTPBP10,Gtpbp10,Jax/Ensembl/Biomart
GTPBP2,Gtpbp2,Jax/Ensembl/Biomart
GTPBP3,Gtpbp3,Jax/Ensembl/Biomart
GTPBP4,Gtpbp4,Jax/Ensembl/Biomart
GTPBP6,Gtpbp6,Jax/Ensembl/Biomart
GTPBP8,Gtpbp8,Jax/Ensembl/Biomart
GTSE1,Gtse1,Jax/Ensembl/Biomart
GTSF1,Gtsf1,Jax/Ensembl/Biomart
GTSF1L,Gtsf1l,Jax/Ensembl/Biomart
GUCA1A,Guca1a,Jax/Ensembl/Biomart
GUCA1B,Guca1b,Jax/Ensembl/Biomart
GUCA2A,Guca2a,Jax/Ensembl/Biomart
GUCA2B,Guca2b,Jax/Ensembl/Biomart
GUCD1,Gucd1,Jax/Ensembl/Biomart
GUCY1A2,Gucy1a2,Jax/Ensembl/Biomart
GUCY2C,Gucy2c,Jax/Ensembl/Biomart
GUCY2D,Gucy2e,Jax/Ensembl/Biomart
GUCY2F,Gucy2f,Jax/Ensembl/Biomart
GUF1,Guf1,Jax/Ensembl/Biomart
GUK1,Guk1,Jax/Ensembl/Biomart
GULP1,Gulp1,Jax/Ensembl/Biomart
GUSB,Gusb,Jax/Ensembl/Biomart
GXYLT1,Gxylt1,Jax/Ensembl/Biomart
GXYLT2,Gxylt2,Jax/Ensembl/Biomart
GYG1,Gyg,Jax/Ensembl/Biomart
GYPC,Gypc,Jax/Ensembl/Biomart
GYS1,Gys1,Jax/Ensembl/Biomart
GYS2,Gys2,Jax/Ensembl/Biomart
GZF1,Gzf1,Jax/Ensembl/Biomart
GZMA,Gzma,Jax/Ensembl/Biomart
GZMK,Gzmk,Jax/Ensembl/Biomart
GZMM,Gzmm,Jax/Ensembl/Biomart
H1F0,H1f0,Jax/Ensembl/Biomart
H1FOO,H1foo,Jax/Ensembl/Biomart
H1FX,H1fx,Jax/Ensembl/Biomart
H2AFB1,H2afb1,Jax/Ensembl/Biomart
H2AFB2,H2afb1,Jax/Ensembl/Biomart
H2AFB2,H2afb2,Jax/Ensembl/Biomart
H2AFB3,H2afb1,Jax/Ensembl/Biomart
H2AFB3,H2afb3,Jax/Ensembl/Biomart
H2AFJ,H2afj,Jax/Ensembl/Biomart
H2AFV,H2afv,Jax/Ensembl/Biomart
H2AFX,H2afx,Jax/Ensembl/Biomart
H2AFY,H2afy,Jax/Ensembl/Biomart
H2AFY2,H2afy2,Jax/Ensembl/Biomart
H2AFZ,H2afz,Jax/Ensembl/Biomart
H2BFM,H2bfm,Jax/Ensembl/Biomart
H6PD,H6pd,Jax/Ensembl/Biomart
HAAO,Haao,Jax/Ensembl/Biomart
HABP2,Habp2,Jax/Ensembl/Biomart
HABP4,Habp4,Jax/Ensembl/Biomart
HACD1,Hacd1,Jax/Ensembl/Biomart
HACD2,Hacd2,Jax/Ensembl/Biomart
HACD3,Hacd3,Jax/Ensembl/Biomart
HACD4,Hacd4,Jax/Ensembl/Biomart
HACE1,Hace1,Jax/Ensembl/Biomart
HACL1,Hacl1,Jax/Ensembl/Biomart
HADH,Hadh,Jax/Ensembl/Biomart
HADHA,Hadha,Jax/Ensembl/Biomart
HADHB,Hadhb,Jax/Ensembl/Biomart
HAGH,Hagh,Jax/Ensembl/Biomart
HAGHL,Haghl,Jax/Ensembl/Biomart
HAL,Hal,Jax/Ensembl/Biomart
HAND1,Hand1,Jax/Ensembl/Biomart
HAND2,Hand2,Jax/Ensembl/Biomart
HAO1,Hao1,Jax/Ensembl/Biomart
HAO2,Hao2,Jax/Ensembl/Biomart
HAP1,Hap1,Jax/Ensembl/Biomart
HAPLN1,Hapln1,Jax/Ensembl/Biomart
HAPLN2,Hapln2,Jax/Ensembl/Biomart
HAPLN3,Hapln3,Jax/Ensembl/Biomart
HAPLN4,Hapln4,Jax/Ensembl/Biomart
HARBI1,Harbi1,Jax/Ensembl/Biomart
HARS,Hars,Jax/Ensembl/Biomart
HARS2,Hars2,Jax/Ensembl/Biomart
HAS1,Has1,Jax/Ensembl/Biomart
HAS2,Has2,Jax/Ensembl/Biomart
